1241517799	84410399	102498342
1241517819	102498342	75431966
1241517839	84410399	75431966
1241517859	84410399	75431966
1241517879	102498342	75431966
1241517899	102498342	75431966
1241517919	84410399	102498342
1241517919	84410399	75431966
1241517939	84410399	102498342
1241517939	84410399	75431966
1241517939	102498342	75431966
1241517959	84410399	102498342
1241517959	84410399	75431966
1241517959	102498342	75431966
1241517999	84410399	75431966
1241518019	84410399	75431966
1241518039	102498342	75431966
1241518079	84410399	75431966
1241518079	102498342	75431966
1241518099	84410399	75431966
1241518099	102498342	75431966
1241518119	84410399	102498342
1241518119	84410399	75431966
1241518119	102498342	75431966
1241518139	84410399	75431966
1241518159	84410399	102498342
1241518159	84410399	75431966
1241518179	84410399	102498342
1241518199	84410399	102498342
1241518199	102498342	75431966
1241518219	84410399	102498342
1241518219	84410399	75431966
1241518219	102498342	75431966
1241518259	84410399	75431966
1241518259	102498342	75431966
1241518279	84410399	102498342
1241518279	84410399	75431966
1241518279	102498342	75431966
1241518299	84410399	102498342
1241518299	84410399	75431966
1241518319	84410399	102498342
1241518319	84410399	75431966
1241518339	84410399	102498342
1241518339	84410399	75431966
1241518359	84410399	102498342
1241518359	84410399	75431966
1241518379	84410399	102498342
1241518379	84410399	75431966
1241518399	84410399	102498342
1241518399	84410399	75431966
1241518399	102498342	75431966
1241521059	102498343	75431967
1241521099	84410400	102498343
1241521159	84410400	75431967
1241521179	84410400	102498343
1241521179	102498343	75431967
1241521239	102498343	75431967
1241521259	84410400	75431967
1241521259	102498343	75431967
1241521279	102498343	75431967
1241521299	102498343	75431967
1241521319	84410400	75431967
1241521339	84410400	75431967
1241521359	84410400	75431967
1241521399	84410400	75431967
1241521419	84410400	75431967
1241521439	84410400	75431967
1241521459	84410400	75431967
1241521519	84410400	75431967
1241521539	102498343	75431967
1241521559	84410400	75431967
1241521559	102498343	75431967
1241521579	84410400	75431967
1241521579	102498343	75431967
1241521619	84410400	75431967
1241521619	102498343	75431967
1241521639	84410400	75431967
1241521639	102498343	75431967
1241521719	94502935	77463585
1241521719	84410400	75431967
1241521739	94502935	77463585
1241521739	84410400	102498343
1241521739	84410400	75431967
1241521759	84410400	102498343
1241521759	102498343	75431967
1241521779	94502935	77463585
1241521779	84410400	75431967
1241521779	102498343	75431967
1241521839	102498343	75431967
1241521859	104267812	75431967
1241521859	102498343	75431967
1241521879	102498343	75431967
1241521939	104267812	102498343
1241521959	84410400	102498343
1241521979	84410400	102498343
1241521999	84410400	75431967
1241522139	102498343	75431967
1241522279	84410400	75431967
1241522279	102498343	75431967
1241522299	84410400	75431967
1241522319	84410400	75431967
1241522339	84410400	102498343
1241522359	102498343	75431967
1241522379	84410400	102498343
1241522419	84410400	75431967
1241522439	84410400	102498343
1241522439	102498343	75431967
1241522479	84410400	102498343
