1246961119	100859916	88997914
1246961119	100859916	74317975
1246961119	88997914	74317975
1246961139	100859916	74317975
1246961139	100859916	73269410
1246961139	95158422	76611606
1246961139	95158422	74317975
1246961139	95158422	88997914
1246961139	88997914	76611606
1246961139	88997914	74317975
1246961139	76611606	72744968
1246961139	74317975	73269410
1246961139	72744968	73269410
1246961159	100859916	95158422
1246961179	100859916	88997914
1246961179	94961678	76611606
1246961179	94961678	72744968
1246961179	94961678	74317975
1246961179	88997914	73269410
1246961179	88997914	74317975
1246961179	76611606	74317975
1246961179	76611606	72744968
1246961199	94961678	76611606
1246961199	94961678	72744968
1246961199	95158422	88997914
1246961199	74317975	73269410
1246961219	100859916	95158422
1246961219	100859916	88997914
1246961219	80150700	95158422
1246961219	80150700	74317975
1246961219	94961678	76611606
1246961219	94961678	72744968
1246961219	95158422	74317975
1246961219	88997914	74317975
1246961219	88997914	73269410
1246961219	76611606	72744968
1246961219	74317975	73269410
1246961239	100859916	94961678
1246961239	100859916	95158422
1246961239	100859916	88997914
1246961239	94961678	95158422
1246961239	94961678	74317975
1246961239	95158422	88997914
1246961239	88997914	74317975
1246961239	76611606	74317975
1246961239	76611606	72744968
1246961239	74317975	73269410
1246961259	100859916	94961678
1246961259	100859916	88997914
1246961259	100859916	74317975
1246961259	94961678	76611606
1246961259	94961678	72744968
1246961259	88997914	74317975
1246961259	76611606	72744968
1246961279	100859916	95158422
1246961279	94961678	95158422
1246961279	94961678	73269410
1246961279	94961678	72744968
1246961279	72744968	73269410
1246961299	100859916	74317975
1246961299	94961678	76611606
1246961299	94961678	95158422
1246961299	94961678	72744968
1246961299	94961678	73269410
1246961299	95158422	72744968
1246961299	74317975	76611606
1246961299	74317975	88997914
1246961299	76611606	73269410
1246961299	76611606	72744968
1246961299	72744968	73269410
1246961319	94961678	95158422
1246961319	94961678	72744968
1246961319	76611606	72744968
1246961339	100859916	88997914
1246961339	94961678	76611606
1246961339	94961678	72744968
1246961339	95158422	74317975
1246961339	95158422	88997914
1246961339	74317975	73269410
1246961339	76611606	72744968
1246961359	100859916	76611606
1246961359	100859916	88997914
1246961359	94961678	76611606
1246961359	94961678	73269410
1246961359	94961678	74317975
1246961359	95158422	88997914
1246961359	95158422	73269410
1246961359	95158422	74317975
1246961359	74317975	73269410
1246961359	74317975	72744968
1246961359	76611606	88997914
1246961379	100859916	74317975
1246961379	100859916	88997914
1246961379	94961678	74317975
1246961379	94961678	88997914
1246961379	88997914	74317975
1246961379	76611606	74317975
1246961379	76611606	72744968
1246961379	72744968	73269410
1246961399	94961678	76611606
1246961399	94961678	74317975
1246961399	94961678	72744968
1246961399	74317975	76611606
1246961399	74317975	72744968
1246961399	88997914	73269410
1246961419	94961678	76611606
1246961419	94961678	72744968
1246961419	88997914	74317975
